activity subject variable mean std
2 18 BodyGyro.Z           9.067365e-02 -0.4339222121
2 18 BodyGyro.Z.1        -5.043641e-01 -0.4660224312
2 18 BodyGyroJerk.X      -8.999530e-02 -0.7606890286
2 18 BodyGyroJerk.Y      -5.274726e-02 -0.8288721712
2 18 BodyGyroJerk.Z      -6.925362e-02 -0.7189517579
2 18 BodyGyroJerkMag     -7.816527e-01 -0.8355251279
2 18 BodyGyroMag         -3.691086e-01 -0.5280581341
2 18 GravityAcc.X         8.833303e-01 -0.9617388071
2 18 GravityAcc.Y        -3.166199e-01 -0.9420568812
2 18 GravityAcc.Z        -1.061125e-01 -0.9078397240
2 18 GravityAccMag       -2.791463e-01 -0.3718415700
2 19 BodyAcc.X            2.421188e-01 -0.1287420952
2 19 BodyAcc.X.1         -1.568795e-01 -0.1199347753
2 19 BodyAcc.Y           -3.039866e-02  0.1763499225
2 19 BodyAcc.Y.1          1.118182e-01  0.1325575808
2 19 BodyAcc.Z           -1.510546e-01 -0.1904685505
2 19 BodyAcc.Z.1         -2.196445e-01 -0.2399806951
2 19 BodyAccJerk.X        8.315451e-02 -0.1742790558
2 19 BodyAccJerk.X.1     -2.053226e-01 -0.2172651781
2 19 BodyAccJerk.Y        5.681859e-02 -0.0128865484
2 19 BodyAccJerk.Y.1     -7.392837e-02 -0.0131695876
2 19 BodyAccJerk.Z        3.166820e-02 -0.4442822275
2 19 BodyAccJerk.Z.1     -3.806571e-01 -0.5077162057
2 19 BodyAccJerkMag      -1.141896e-01 -0.2840606931
2 19 BodyAccMag           1.738119e-02 -0.1776668280
2 19 BodyAccMag.1        -7.962876e-02 -0.3682534990
2 19 BodyBodyAccJerkMag  -1.873913e-01 -0.4346712500
2 19 BodyBodyGyroJerkMag -4.771839e-01 -0.5882896607
2 19 BodyBodyGyroMag     -2.888403e-01 -0.3771327525
2 19 BodyGyro.X           3.885371e-02 -0.4068000325
2 19 BodyGyro.X.1        -1.944855e-01 -0.4775147465
2 19 BodyGyro.Y          -1.345143e-01 -0.1726332235
2 19 BodyGyro.Y.1        -2.254218e-01 -0.1499251604
2 19 BodyGyro.Z          -2.332482e-04 -0.1101171749
2 19 BodyGyro.Z.1        -6.612935e-02 -0.2074981235
2 19 BodyGyroJerk.X      -1.018063e-01 -0.2393764112
2 19 BodyGyroJerk.Y      -3.462885e-02 -0.4921222188
2 19 BodyGyroJerk.Z      -5.335459e-02 -0.3754149830
2 19 BodyGyroJerkMag     -3.727905e-01 -0.5074002902
2 19 BodyGyroMag         -6.161577e-02 -0.2644014427
2 19 GravityAcc.X         8.294284e-01 -0.9164959920
2 19 GravityAcc.Y        -3.871007e-01 -0.9010448505
2 19 GravityAcc.Z        -2.210088e-01 -0.8369356747
2 19 GravityAccMag        1.738119e-02 -0.1776668280
2 20 BodyAcc.X            2.520983e-01 -0.1160886760
2 20 BodyAcc.X.1         -1.404391e-01 -0.1084447596
2 20 BodyAcc.Y           -2.822580e-02  0.1521963284
2 20 BodyAcc.Y.1         -2.938324e-02  0.1645467502
2 20 BodyAcc.Z           -1.210239e-01 -0.2292494551
2 20 BodyAcc.Z.1         -3.184315e-01 -0.2424389652
2 20 BodyAccJerk.X        8.364513e-02 -0.1856953881
2 20 BodyAccJerk.X.1     -2.561623e-01 -0.1870907795
2 20 BodyAccJerk.Y        6.599826e-03 -0.2607897116
2 20 BodyAccJerk.Y.1     -3.121611e-01 -0.2550082824
2 20 BodyAccJerk.Z       -2.454210e-02 -0.5136412071
2 20 BodyAccJerk.Z.1     -4.927559e-01 -0.5332017127
2 20 BodyAccJerkMag      -2.556112e-01 -0.2394443700
2 20 BodyAccMag           8.725025e-03 -0.1982697188
2 20 BodyAccMag.1        -2.050093e-01 -0.3202410123
2 20 BodyBodyAccJerkMag  -2.150140e-01 -0.2804500269
2 20 BodyBodyGyroJerkMag -4.503934e-01 -0.5028215437
2 20 BodyBodyGyroMag     -2.866277e-01 -0.3609483418
2 20 BodyGyro.X           6.591933e-02 -0.4927011939
2 20 BodyGyro.X.1        -3.726844e-01 -0.5320217339
2 20 BodyGyro.Y          -1.746510e-01 -0.1047221612
2 20 BodyGyro.Y.1        -1.623414e-01 -0.0790467214
2 20 BodyGyro.Z           5.870194e-02  0.1841193328
2 20 BodyGyro.Z.1         1.150766e-01  0.0954768332
2 20 BodyGyroJerk.X      -1.483892e-01 -0.4711076784
2 20 BodyGyroJerk.Y      -1.898163e-02 -0.3939886235
2 20 BodyGyroJerk.Z      -5.189855e-02 -0.2538670897
2 20 BodyGyroJerkMag     -3.719284e-01 -0.4553960686
2 20 BodyGyroMag          2.233025e-02 -0.2539299858
2 20 GravityAcc.X         7.770957e-01 -0.9314050143
2 20 GravityAcc.Y        -4.798948e-01 -0.9245943537
2 20 GravityAcc.Z        -1.301176e-01 -0.9040640935
2 20 GravityAccMag        8.725025e-03 -0.1982697188
2 21 BodyAcc.X            2.651945e-01 -0.2408082823
2 21 BodyAcc.X.1         -3.191693e-01 -0.2131840480
2 21 BodyAcc.Y           -2.372187e-02  0.1097874691
2 21 BodyAcc.Y.1          2.215987e-02  0.0823434280
2 21 BodyAcc.Z           -1.254143e-01 -0.2197079286
2 21 BodyAcc.Z.1         -3.217130e-01 -0.2271641729
2 21 BodyAccJerk.X        1.040342e-01 -0.4240520147
2 21 BodyAccJerk.X.1     -4.368396e-01 -0.4629728487
2 21 BodyAccJerk.Y       -1.562901e-02 -0.2032096657
2 21 BodyAccJerk.Y.1     -2.050673e-01 -0.2612610534
2 21 BodyAccJerk.Z       -3.601155e-02 -0.5620523502
2 21 BodyAccJerk.Z.1     -5.198152e-01 -0.6031273672
2 21 BodyAccJerkMag      -3.550477e-01 -0.4041838759
2 21 BodyAccMag          -8.104532e-02 -0.2784742838
2 21 BodyAccMag.1        -2.578944e-01 -0.4033576117
2 21 BodyBodyAccJerkMag  -3.554437e-01 -0.4777218500
2 21 BodyBodyGyroJerkMag -6.289157e-01 -0.7009804104
2 21 BodyBodyGyroMag     -4.753699e-01 -0.4834070964
2 21 BodyGyro.X           6.260869e-02 -0.5319094189
2 21 BodyGyro.X.1        -4.469740e-01 -0.5609680487
2 21 BodyGyro.Y          -1.556224e-01 -0.4631368415
2 21 BodyGyro.Y.1        -4.466916e-01 -0.4782996370
2 21 BodyGyro.Z          -5.468298e-03  0.0517155422
2 21 BodyGyro.Z.1        -1.557624e-01  0.0130916351
2 21 BodyGyroJerk.X      -1.443515e-01 -0.5735418391
2 21 BodyGyroJerk.Y      -1.320228e-02 -0.6044696036
2 21 BodyGyroJerk.Z      -6.940664e-03 -0.5641492449
2 21 BodyGyroJerkMag     -5.779356e-01 -0.6477234191
2 21 BodyGyroMag         -1.689827e-01 -0.4202360025
2 21 GravityAcc.X         7.811772e-01 -0.9409116355
2 21 GravityAcc.Y        -4.323096e-01 -0.9415236243
2 21 GravityAcc.Z        -3.097350e-01 -0.9327162538
2 21 GravityAccMag       -8.104532e-02 -0.2784742838
2 22 BodyAcc.X            2.483915e-01  0.0835738641
2 22 BodyAcc.X.1         -5.539965e-02  0.1320488135
2 22 BodyAcc.Y           -2.686226e-02  0.2500675237
2 22 BodyAcc.Y.1          1.306865e-01  0.2300587722
2 22 BodyAcc.Z           -1.175509e-01 -0.1096132163
2 22 BodyAcc.Z.1         -2.280200e-01 -0.1167533396
2 22 BodyAccJerk.X        8.771722e-02 -0.0085399268
2 22 BodyAccJerk.X.1     -3.824498e-02 -0.0677978520
2 22 BodyAccJerk.Y        3.670830e-02 -0.0575784545
2 22 BodyAccJerk.Y.1     -7.518293e-02 -0.1060996136
2 22 BodyAccJerk.Z       -3.361697e-02 -0.4717033048
2 22 BodyAccJerk.Z.1     -4.144489e-01 -0.5285678026
2 22 BodyAccJerkMag      -9.578403e-02 -0.0876501606
2 22 BodyAccMag           2.102826e-01 -0.1587574748
2 22 BodyAccMag.1        -8.669051e-02 -0.3341262214
2 22 BodyBodyAccJerkMag  -4.580204e-02 -0.1512998356
2 22 BodyBodyGyroJerkMag -6.679960e-01 -0.7098705345
2 22 BodyBodyGyroMag     -3.699020e-01 -0.2340230316
2 22 BodyGyro.X           1.349788e-01 -0.3014917096
2 22 BodyGyro.X.1        -1.954570e-01 -0.3381397767
2 22 BodyGyro.Y          -1.814584e-01 -0.4894179088
2 22 BodyGyro.Y.1        -5.239438e-01 -0.4738820717
2 22 BodyGyro.Z           1.573592e-02 -0.1577580606
2 22 BodyGyro.Z.1        -1.993131e-01 -0.2224317947
2 22 BodyGyroJerk.X      -1.484501e-01 -0.3966992152
2 22 BodyGyroJerk.Y      -3.813126e-02 -0.7042554150
2 22 BodyGyroJerk.Z      -6.745705e-02 -0.5156977586
2 22 BodyGyroJerkMag     -5.681119e-01 -0.6756330243
2 22 BodyGyroMag         -1.280319e-01 -0.2025581772
2 22 GravityAcc.X         8.894544e-01 -0.9406338405
2 22 GravityAcc.Y        -3.368269e-01 -0.9416202219
2 22 GravityAcc.Z        -9.579790e-02 -0.9131536321
2 22 GravityAccMag        2.102826e-01 -0.1587574748
2 23 BodyAcc.X            2.499952e-01 -0.2438878185
2 23 BodyAcc.X.1         -2.726057e-01 -0.2343095480
2 23 BodyAcc.Y           -3.238440e-02  0.0448435786
2 23 BodyAcc.Y.1         -7.697739e-02  0.0380597405
2 23 BodyAcc.Z           -1.268906e-01  0.1008011894
2 23 BodyAcc.Z.1         -7.057749e-02  0.1045087558
2 23 BodyAccJerk.X        7.236500e-02 -0.3653986228
2 23 BodyAccJerk.X.1     -3.656425e-01 -0.4248775533
2 23 BodyAccJerk.Y        3.998629e-02 -0.3282250310
2 23 BodyAccJerk.Y.1     -3.262363e-01 -0.3808944429
2 23 BodyAccJerk.Z        1.592342e-02 -0.4080940204
2 23 BodyAccJerk.Z.1     -3.466052e-01 -0.4689563837
2 23 BodyAccJerkMag      -3.111439e-01 -0.3627088494
2 23 BodyAccMag          -1.175369e-02 -0.2718937141
2 23 BodyAccMag.1        -2.313827e-01 -0.4100476433
2 23 BodyBodyAccJerkMag  -3.029681e-01 -0.4543248449
2 23 BodyBodyGyroJerkMag -5.187156e-01 -0.6326594616
2 23 BodyBodyGyroMag     -3.803883e-01 -0.4704915764
2 23 BodyGyro.X           9.579402e-02 -0.5506645767
2 23 BodyGyro.X.1        -4.302392e-01 -0.5904307839
2 23 BodyGyro.Y          -1.115644e-01 -0.2936818612
2 23 BodyGyro.Y.1        -2.904474e-01 -0.3016199771
2 23 BodyGyro.Z          -3.255575e-02 -0.0317301153
2 23 BodyGyro.Z.1        -1.630013e-01 -0.0822521122
2 23 BodyGyroJerk.X      -1.099131e-01 -0.5483188816
2 23 BodyGyroJerk.Y      -5.239438e-02 -0.4935141224
2 23 BodyGyroJerk.Z      -9.249985e-02 -0.5437654259
2 23 BodyGyroJerkMag     -5.043672e-01 -0.5512751886
2 23 BodyGyroMag         -1.565271e-01 -0.3667329893
2 23 GravityAcc.X         8.434388e-01 -0.9333444816
2 23 GravityAcc.Y        -2.144818e-01 -0.9104745571
2 23 GravityAcc.Z        -3.559345e-01 -0.9020659104
2 23 GravityAccMag       -1.175369e-02 -0.2718937141
2 24 BodyAcc.X            2.698811e-01 -0.3443993514
2 24 BodyAcc.X.1         -3.957906e-01 -0.3261655531
2 24 BodyAcc.Y           -2.519794e-02 -0.1168044890
2 24 BodyAcc.Y.1         -2.524125e-01 -0.1077876793
2 24 BodyAcc.Z           -1.142486e-01 -0.2556010129
2 24 BodyAcc.Z.1         -3.127922e-01 -0.2831434434
2 24 BodyAccJerk.X        8.623101e-02 -0.4987646722
2 24 BodyAccJerk.X.1     -5.156446e-01 -0.5271047192
2 24 BodyAccJerk.Y       -1.508160e-02 -0.5152207522
2 24 BodyAccJerk.Y.1     -5.276042e-01 -0.5358433192
2 24 BodyAccJerk.Z       -1.323537e-02 -0.5238072642
2 24 BodyAccJerk.Z.1     -4.833910e-01 -0.5627271231
2 24 BodyAccJerkMag      -4.884876e-01 -0.4410686898
2 24 BodyAccMag          -2.264028e-01 -0.3068544700
2 24 BodyAccMag.1        -3.223010e-01 -0.4062833776
2 24 BodyBodyAccJerkMag  -4.298008e-01 -0.4596477978
2 24 BodyBodyGyroJerkMag -6.461147e-01 -0.6538769507
2 24 BodyBodyGyroMag     -5.646650e-01 -0.5490709900
2 24 BodyGyro.X           8.831638e-02 -0.5774264088
2 24 BodyGyro.X.1        -5.031887e-01 -0.6029454807
2 24 BodyGyro.Y          -1.059329e-01 -0.5685341246
2 24 BodyGyro.Y.1        -5.466210e-01 -0.5861778242
2 24 BodyGyro.Z           2.482907e-02 -0.2745962838
2 24 BodyGyro.Z.1        -3.721829e-01 -0.3119964090
2 24 BodyGyroJerk.X      -1.468008e-01 -0.6404895380
2 24 BodyGyroJerk.Y      -3.173506e-02 -0.6466443737
2 24 BodyGyroJerk.Z      -4.984272e-02 -0.6489753308
2 24 BodyGyroJerkMag     -6.587516e-01 -0.6381803529
2 24 BodyGyroMag         -3.344358e-01 -0.5039290602
2 24 GravityAcc.X         9.063695e-01 -0.9621905675
2 24 GravityAcc.Y        -2.374984e-01 -0.9166907798
2 24 GravityAcc.Z        -2.271349e-01 -0.9349529390
2 24 GravityAccMag       -2.264028e-01 -0.3068544700
2 25 BodyAcc.X            2.779954e-01 -0.4597756462
2 25 BodyAcc.X.1         -5.216498e-01 -0.4379757869
2 25 BodyAcc.Y           -2.698635e-02 -0.2230868088
2 25 BodyAcc.Y.1         -3.801508e-01 -0.1999884286
2 25 BodyAcc.Z           -1.262104e-01 -0.2965239751
2 25 BodyAcc.Z.1         -5.429318e-01 -0.2372967413
2 25 BodyAccJerk.X        7.400414e-02 -0.6636427463
2 25 BodyAccJerk.X.1     -6.682082e-01 -0.6902136258
2 25 BodyAccJerk.Y        9.255140e-03 -0.6271312357
2 25 BodyAccJerk.Y.1     -6.408494e-01 -0.6380860102
2 25 BodyAccJerk.Z       -1.169068e-02 -0.8124583723
2 25 BodyAccJerk.Z.1     -7.932670e-01 -0.8305266366
2 25 BodyAccJerkMag      -6.791608e-01 -0.6745130598
2 25 BodyAccMag          -3.057722e-01 -0.4800066498
2 25 BodyAccMag.1        -5.279076e-01 -0.5361202932
2 25 BodyBodyAccJerkMag  -6.547951e-01 -0.7034336926
2 25 BodyBodyGyroJerkMag -8.224039e-01 -0.8410610122
2 25 BodyBodyGyroMag     -5.671535e-01 -0.3866129929
2 25 BodyGyro.X           5.561219e-02 -0.4890117948
2 25 BodyGyro.X.1        -4.761450e-01 -0.5001198315
2 25 BodyGyro.Y          -1.094377e-01 -0.4336733838
2 25 BodyGyro.Y.1        -6.185799e-01 -0.3493626875
2 25 BodyGyro.Z           9.962274e-02 -0.5641956089
2 25 BodyGyro.Z.1        -5.751697e-01 -0.6011126122
2 25 BodyGyroJerk.X      -1.264812e-01 -0.6938549023
2 25 BodyGyroJerk.Y      -2.814530e-02 -0.8396991431
2 25 BodyGyroJerk.Z      -5.404522e-02 -0.7462682829
2 25 BodyGyroJerkMag     -7.771060e-01 -0.8248833028
2 25 BodyGyroMag         -3.186347e-01 -0.3877541162
2 25 GravityAcc.X         9.276932e-01 -0.9508784503
2 25 GravityAcc.Y        -2.176413e-01 -0.9317582728
2 25 GravityAcc.Z         1.082310e-01 -0.8827223991
2 25 GravityAccMag       -3.057722e-01 -0.4800066498
2 26 BodyAcc.X            2.726914e-01 -0.1690069524
2 26 BodyAcc.X.1         -2.428208e-01 -0.1428438384
2 26 BodyAcc.Y           -2.816338e-02 -0.0491726303
2 26 BodyAcc.Y.1         -1.855283e-01 -0.0439473074
2 26 BodyAcc.Z           -1.219435e-01 -0.4045969365
2 26 BodyAcc.Z.1         -4.995028e-01 -0.4009022564
2 26 BodyAccJerk.X        7.556453e-02 -0.2908799659
2 26 BodyAccJerk.X.1     -3.045406e-01 -0.3420754320
2 26 BodyAccJerk.Y        2.091717e-03 -0.3997714738
2 26 BodyAccJerk.Y.1     -4.193447e-01 -0.4200557813
2 26 BodyAccJerk.Z       -1.170893e-02 -0.6779955855
2 26 BodyAccJerk.Z.1     -6.397413e-01 -0.7157268938
2 26 BodyAccJerkMag      -4.044639e-01 -0.3345313447
2 26 BodyAccMag          -1.428745e-01 -0.1507071068
2 26 BodyAccMag.1        -1.675664e-01 -0.2742262273
2 26 BodyBodyAccJerkMag  -2.949705e-01 -0.3937153522
2 26 BodyBodyGyroJerkMag -6.735807e-01 -0.6698462945
2 26 BodyBodyGyroMag     -5.560848e-01 -0.5696320000
2 26 BodyGyro.X          -2.479508e-02 -0.5502743960
2 26 BodyGyro.X.1        -4.276866e-01 -0.5908122980
2 26 BodyGyro.Y          -6.576018e-02 -0.6030971105
2 26 BodyGyro.Y.1        -6.171125e-01 -0.5982366398
2 26 BodyGyro.Z           7.214590e-02 -0.3090880546
2 26 BodyGyro.Z.1        -3.427039e-01 -0.3620521831
2 26 BodyGyroJerk.X      -9.755902e-02 -0.5158294173
2 26 BodyGyroJerk.Y      -3.862441e-02 -0.7252102909
2 26 BodyGyroJerk.Z      -5.955584e-02 -0.5563902180
2 26 BodyGyroJerkMag     -6.480999e-01 -0.6618296565
2 26 BodyGyroMag         -3.444270e-01 -0.5140324102
2 26 GravityAcc.X         9.420953e-01 -0.9620113922
2 26 GravityAcc.Y        -2.461697e-01 -0.9378581578
2 26 GravityAcc.Z        -1.993106e-03 -0.9296367976
2 26 GravityAccMag       -1.428745e-01 -0.1507071068
2 27 BodyAcc.X            2.657703e-01 -0.2954395473
2 27 BodyAcc.X.1         -4.176074e-01 -0.2535040657
2 27 BodyAcc.Y           -2.009533e-02 -0.0950104077
2 27 BodyAcc.Y.1         -2.496885e-01 -0.0794059823
2 27 BodyAcc.Z           -1.235304e-01 -0.2307078767
2 27 BodyAcc.Z.1         -4.188864e-01 -0.1973388710
2 27 BodyAccJerk.X        7.347635e-02 -0.4680661894
2 27 BodyAccJerk.X.1     -5.031139e-01 -0.4789233725
2 27 BodyAccJerk.Y       -1.402294e-02 -0.4268334994
2 27 BodyAccJerk.Y.1     -4.424656e-01 -0.4501164312
2 27 BodyAccJerk.Z        6.746791e-03 -0.6337229351
2 27 BodyAccJerk.Z.1     -6.085442e-01 -0.6571394208
2 27 BodyAccJerkMag      -4.790674e-01 -0.4646105671
2 27 BodyAccMag          -1.605894e-01 -0.3799487863
2 27 BodyAccMag.1        -3.939289e-01 -0.4687077345
2 27 BodyBodyAccJerkMag  -4.607703e-01 -0.4730115588
2 27 BodyBodyGyroJerkMag -7.191798e-01 -0.7517143129
2 27 BodyBodyGyroMag     -6.076677e-01 -0.5233359754
2 27 BodyGyro.X          -9.403449e-02 -0.5624610047
2 27 BodyGyro.X.1        -5.443692e-01 -0.5742542817
2 27 BodyGyro.Y           2.124994e-03 -0.5879668006
2 27 BodyGyro.Y.1        -5.940926e-01 -0.5878694743
2 27 BodyGyro.Z           1.401299e-01 -0.1699607852
2 27 BodyGyro.Z.1        -4.005285e-01 -0.1835086966
2 27 BodyGyroJerk.X      -9.375187e-02 -0.6957749476
2 27 BodyGyroJerk.Y      -5.092352e-02 -0.7111484382
2 27 BodyGyroJerk.Z      -6.290137e-02 -0.6768764694
2 27 BodyGyroJerkMag     -6.998951e-01 -0.7246711655
2 27 BodyGyroMag         -2.861457e-01 -0.5017754264
2 27 GravityAcc.X         8.680003e-01 -0.9564338747
2 27 GravityAcc.Y        -2.292787e-01 -0.9477133786
2 27 GravityAcc.Z        -2.946426e-01 -0.9266753812
2 27 GravityAccMag       -1.605894e-01 -0.3799487863
2 28 BodyAcc.X            2.620058e-01 -0.2420624303
2 28 BodyAcc.X.1         -2.661013e-01 -0.2337266439
2 28 BodyAcc.Y           -2.794439e-02 -0.1467538770
2 28 BodyAcc.Y.1         -1.905891e-01 -0.1785549811
2 28 BodyAcc.Z           -1.215140e-01 -0.2859869137
2 28 BodyAcc.Z.1         -4.017329e-01 -0.2816851596
2 28 BodyAccJerk.X        7.068319e-02 -0.3126716559
2 28 BodyAccJerk.X.1     -3.188667e-01 -0.3702736800
2 28 BodyAccJerk.Y        2.229854e-02 -0.3316024074
2 28 BodyAccJerk.Y.1     -3.580094e-01 -0.3490265676
2 28 BodyAccJerk.Z        7.490817e-03 -0.6374889412
2 28 BodyAccJerk.Z.1     -5.878136e-01 -0.6879076337
2 28 BodyAccJerkMag      -3.880862e-01 -0.3253623382
2 28 BodyAccMag          -1.862405e-01 -0.2119286665
2 28 BodyAccMag.1        -2.135194e-01 -0.3346261688
2 28 BodyBodyAccJerkMag  -2.944334e-01 -0.3744959076
2 28 BodyBodyGyroJerkMag -6.625058e-01 -0.7048527575
2 28 BodyBodyGyroMag     -5.348354e-01 -0.5281870169
2 28 BodyGyro.X          -1.293630e-01 -0.5188182278
2 28 BodyGyro.X.1        -4.036363e-01 -0.5563834106
2 28 BodyGyro.Y           2.122510e-02 -0.4793195214
2 28 BodyGyro.Y.1        -5.220665e-01 -0.4599893157
2 28 BodyGyro.Z           1.037210e-01 -0.1893068128
2 28 BodyGyro.Z.1        -3.182110e-01 -0.2262433751
2 28 BodyGyroJerk.X      -8.056806e-02 -0.4942829135
2 28 BodyGyroJerk.Y      -4.925521e-02 -0.6905711020
2 28 BodyGyroJerk.Z      -7.526104e-02 -0.6035682641
2 28 BodyGyroJerkMag     -6.202798e-01 -0.6701321208
2 28 BodyGyroMag         -2.634153e-01 -0.4769233447
2 28 GravityAcc.X         8.545082e-01 -0.9446978002
2 28 GravityAcc.Y        -3.332240e-01 -0.9276410878
2 28 GravityAcc.Z        -2.652079e-01 -0.9005140133
2 28 GravityAccMag       -1.862405e-01 -0.2119286665
2 29 BodyAcc.X            2.654231e-01 -0.0867715570
2 29 BodyAcc.X.1         -1.097935e-01 -0.0790625306
2 29 BodyAcc.Y           -2.994653e-02 -0.1221282876
2 29 BodyAcc.Y.1         -1.960115e-01 -0.1412580667
2 29 BodyAcc.Z           -1.180006e-01  0.0995443502
2 29 BodyAcc.Z.1         -3.204879e-01  0.2030578369
2 29 BodyAccJerk.X        1.063452e-01 -0.1823658151
2 29 BodyAccJerk.X.1     -2.250678e-01 -0.2113853979
2 29 BodyAccJerk.Y       -6.890192e-04 -0.3886241955
2 29 BodyAccJerk.Y.1     -4.088866e-01 -0.4086489469
2 29 BodyAccJerk.Z       -2.907139e-02 -0.6787637665
2 29 BodyAccJerk.Z.1     -6.461986e-01 -0.7101165918
2 29 BodyAccJerkMag      -3.443248e-01 -0.2544851760
2 29 BodyAccMag           8.343603e-03 -0.0414696052
2 29 BodyAccMag.1        -1.083064e-01 -0.1559937559
2 29 BodyBodyAccJerkMag  -2.391080e-01 -0.2805835565
2 29 BodyBodyGyroJerkMag -6.974546e-01 -0.7564641861
2 29 BodyBodyGyroMag     -3.572139e-01 -0.0743314698
2 29 BodyGyro.X           9.319895e-02 -0.3239047316
2 29 BodyGyro.X.1        -2.605193e-01 -0.3503382050
2 29 BodyGyro.Y          -1.523281e-01  0.0461103045
2 29 BodyGyro.Y.1        -3.940453e-01  0.2343467837
2 29 BodyGyro.Z           8.543181e-02 -0.3748151412
2 29 BodyGyro.Z.1        -3.417001e-01 -0.4441530565
2 29 BodyGyroJerk.X      -1.304291e-01 -0.4749326063
2 29 BodyGyroJerk.Y      -5.110351e-02 -0.7342251924
2 29 BodyGyroJerk.Z      -6.809388e-02 -0.5584170241
2 29 BodyGyroJerkMag     -6.173408e-01 -0.7128463184
2 29 BodyGyroMag          4.396277e-02 -0.0800476154
2 29 GravityAcc.X         9.292590e-01 -0.9541890131
2 29 GravityAcc.Y        -2.271201e-01 -0.9230077984
2 29 GravityAcc.Z         4.437860e-02 -0.8588494671
2 29 GravityAccMag        8.343603e-03 -0.0414696052
2 30 BodyAcc.X            2.714156e-01 -0.3505044752
2 30 BodyAcc.X.1         -4.204028e-01 -0.3262603582
2 30 BodyAcc.Y           -2.533117e-02 -0.1273111576
2 30 BodyAcc.Y.1         -2.978138e-01 -0.1042991803
2 30 BodyAcc.Z           -1.246975e-01  0.0249468035
2 30 BodyAcc.Z.1         -3.675198e-01  0.1214474149
2 30 BodyAccJerk.X        5.798404e-02 -0.5354202034
2 30 BodyAccJerk.X.1     -5.506784e-01 -0.5615652066
2 30 BodyAccJerk.Y       -3.587192e-03 -0.5872145429
2 30 BodyAccJerk.Y.1     -5.929194e-01 -0.6108266020
2 30 BodyAccJerk.Z        1.615062e-02 -0.7619420254
2 30 BodyAccJerk.Z.1     -7.378039e-01 -0.7847538800
2 30 BodyAccJerkMag      -5.966001e-01 -0.5618377065
2 30 BodyAccMag          -1.376279e-01 -0.3274108159
2 30 BodyAccMag.1        -4.005884e-01 -0.3945080808
2 30 BodyBodyAccJerkMag  -5.497849e-01 -0.5808781332
2 30 BodyBodyGyroJerkMag -7.739745e-01 -0.7913494251
2 30 BodyBodyGyroMag     -4.491507e-01 -0.1514722784
2 30 BodyGyro.X          -3.559746e-03 -0.4938375208
2 30 BodyGyro.X.1        -4.880390e-01 -0.5034842370
2 30 BodyGyro.Y          -7.796065e-02 -0.0840481513
2 30 BodyGyro.Y.1        -3.660584e-01  0.0449545536
2 30 BodyGyro.Z           8.146993e-02 -0.2115735799
2 30 BodyGyro.Z.1        -3.189370e-01 -0.2534270750
2 30 BodyGyroJerk.X      -1.084143e-01 -0.7427495295
2 30 BodyGyroJerk.Y      -1.411134e-02 -0.7433369585
2 30 BodyGyroJerk.Z      -3.641578e-02 -0.6651506192
2 30 BodyGyroJerkMag     -7.187803e-01 -0.7744390968
2 30 BodyGyroMag         -1.136084e-01 -0.1692935343
2 30 GravityAcc.X         9.318298e-01 -0.9540336243
2 30 GravityAcc.Y        -2.266473e-01 -0.9149339360
2 30 GravityAcc.Z        -2.214011e-02 -0.8624027912
2 30 GravityAccMag       -1.376279e-01 -0.3274108159
3  1 BodyAcc.X            2.891883e-01  0.0300353383
3  1 BodyAcc.X.1          3.822918e-02  0.0243308391
3  1 BodyAcc.Y           -9.918505e-03 -0.0319359434
3  1 BodyAcc.Y.1          1.549908e-03 -0.1129637400
3  1 BodyAcc.Z           -1.075662e-01 -0.2304342132
3  1 BodyAcc.Z.1         -2.255745e-01 -0.2979278947
3  1 BodyAccJerk.X        5.415532e-02 -0.0122838605
3  1 BodyAccJerk.X.1     -2.766387e-02 -0.0863278966
3  1 BodyAccJerk.Y        2.965045e-02 -0.1016013906
3  1 BodyAccJerk.Y.1     -1.286672e-01 -0.1345800089
3  1 BodyAccJerk.Z       -1.097197e-02 -0.3457350323
3  1 BodyAccJerk.Z.1     -2.883347e-01 -0.4017214643
3  1 BodyAccJerkMag      -8.944748e-02 -0.0257877197
3  1 BodyAccMag           2.718829e-02  0.0198843506
3  1 BodyAccMag.1         9.658453e-02 -0.1865303011
3  1 BodyBodyAccJerkMag   2.621849e-02 -0.1040522607
3  1 BodyBodyGyroJerkMag -2.819634e-01 -0.3919198766
3  1 BodyBodyGyroMag     -1.857203e-01 -0.3983503901
3  1 BodyGyro.X          -3.507819e-02 -0.4580305429
3  1 BodyGyro.X.1        -3.524496e-01 -0.4954224861
3  1 BodyGyro.Y          -9.093713e-02 -0.1263491949
3  1 BodyGyro.Y.1        -5.570225e-02 -0.1814147287
3  1 BodyGyro.Z           9.008501e-02 -0.1247024542
3  1 BodyGyro.Z.1        -3.186943e-02 -0.2384435653
3  1 BodyGyroJerk.X      -7.395920e-02 -0.4870273422
3  1 BodyGyroJerk.Y      -4.399028e-02 -0.2388248275
3  1 BodyGyroJerk.Z      -2.704611e-02 -0.2687614802
3  1 BodyGyroJerkMag     -2.954638e-01 -0.3065106455
3  1 BodyGyroMag         -7.574125e-02 -0.2257243681
3  1 GravityAcc.X         9.318744e-01 -0.9505598116
3  1 GravityAcc.Y        -2.666103e-01 -0.9370186590
